keyphrase,cluster_id,document_id
atm card reader failure,6,688b6cccf1207068bf7d7126
invalid route number,45,688b6cccf1207068bf7d7127
brute force attack,17,688b6cccf1207068bf7d7128
branch network latency,23,688b6cccf1207068bf7d7129
api response delay,67,688b6cccf1207068bf7d712a
ios transaction crash,0,688b6cccf1207068bf7d712b
database connection timeout,-1,688b6cccf1207068bf7d712c
datum integration discrepancy,-1,688b6cccf1207068bf7d712d
account nickname font,22,688b6cccf1207068bf7d712e
obas login failure,5,688b6cf5f1207068bf7d712f
atm card retention,4,688b6cf5f1207068bf7d7130
ach payment failure,37,688b6cf5f1207068bf7d7131
suspicious login activity,9,688b6cf5f1207068bf7d7132
mpls circuit latency,24,688b6cf5f1207068bf7d7133
report generation delay,33,688b6cf5f1207068bf7d7134
ios app crash,1,688b6cf5f1207068bf7d7135
batch job failure,15,688b6cf5f1207068bf7d7136
email delivery latency,63,688b6cf5f1207068bf7d7137
account nickname truncation,18,688b6cf5f1207068bf7d7138
obas login failure,5,688b6d20f1207068bf7d7139
atm card reader failure,6,688b6d20f1207068bf7d713a
ach routing error,43,688b6d21f1207068bf7d713b
suspicious login activity,9,688b6d21f1207068bf7d713c
branch network outage,3,688b6d21f1207068bf7d713d
database query latency,56,688b6d21f1207068bf7d713e
ios app crash,1,688b6d21f1207068bf7d713f
server cpu spike,61,688b6d21f1207068bf7d7140
report generation failure,14,688b6d21f1207068bf7d7141
pdf font distortion,80,688b6d21f1207068bf7d7142
authentication service failure,50,688b6d48f1207068bf7d7143
atm card reader failure,6,688b6d48f1207068bf7d7144
invalid route number,45,688b6d48f1207068bf7d7145
suspicious login activity,9,688b6d49f1207068bf7d7146
branch network outage,3,688b6d49f1207068bf7d7147
database query performance,56,688b6d49f1207068bf7d7148
mobile app crash,26,688b6d49f1207068bf7d7149
cbs disk space,69,688b6d49f1207068bf7d714a
report generation failure,14,688b6d49f1207068bf7d714b
font size display,47,688b6d4af1207068bf7d714c
obas login failure,5,688b6d73f1207068bf7d714d
atm card reader failure,6,688b6d73f1207068bf7d714e
route number validation,45,688b6d73f1207068bf7d714f
suspicious login activity,9,688b6d73f1207068bf7d7150
branch network outage,3,688b6d73f1207068bf7d7151
database query latency,56,688b6d73f1207068bf7d7152
ios app crash,1,688b6d73f1207068bf7d7153
report generation timeout,33,688b6d73f1207068bf7d7154
teller printer offline,34,688b6d73f1207068bf7d7155
font size inconsistency,70,688b6d73f1207068bf7d7156
obas login failure,5,688b6d9df1207068bf7d7157
atm card retention,4,688b6d9df1207068bf7d7158
ach payment delay,16,688b6d9df1207068bf7d7159
suspicious login attempt,21,688b6d9df1207068bf7d715a
branch network outage,3,688b6d9df1207068bf7d715b
sql query timeout,32,688b6d9df1207068bf7d715c
ios app crash,1,688b6d9df1207068bf7d715d
fraudguard api failure,50,688b6d9df1207068bf7d715e
cbs disk space,69,688b6d9df1207068bf7d715f
account nickname font,22,688b6d9df1207068bf7d7160
obas login failure,5,688b6dc7f1207068bf7d7161
atm card retention,4,688b6dc7f1207068bf7d7162
api payment delay,67,688b6dc7f1207068bf7d7163
fraudulent transfer attempt,13,688b6dc8f1207068bf7d7164
branch network downtime,2,688b6dc8f1207068bf7d7165
cis query performance,68,688b6dc8f1207068bf7d7166
mobile app crash,26,688b6dc8f1207068bf7d7167
exchange server outage,12,688b6dc8f1207068bf7d7168
report datum discrepancy,79,688b6dc8f1207068bf7d7169
log file growth,49,688b6dc9f1207068bf7d716a
ldap authentication failure,42,688b6df8f1207068bf7d716b
atm card reader failure,6,688b6df8f1207068bf7d716c
ach batch failure,44,688b6df8f1207068bf7d716d
suspicious login activity,9,688b6df9f1207068bf7d716e
branch network outage,3,688b6df9f1207068bf7d716f
ios app crash,1,688b6df9f1207068bf7d7170
statement generation delay,53,688b6df9f1207068bf7d7171
data center cool,50,688b6df9f1207068bf7d7172
break link error,80,688b6df9f1207068bf7d7173
false positive alert,59,688b6dfaf1207068bf7d7174
obas login failure,5,688b6e24f1207068bf7d7175
atm card retention,4,688b6e24f1207068bf7d7176
ach payment delay,16,688b6e24f1207068bf7d7177
fraudulent login attempt,20,688b6e25f1207068bf7d7178
cbs performance degradation,69,688b6e25f1207068bf7d7179
branch network outage,3,688b6e25f1207068bf7d717a
ios app crash,1,688b6e25f1207068bf7d717b
report generation failure,14,688b6e25f1207068bf7d717c
hard bounce analysis,14,688b6e25f1207068bf7d717d
safari display alignment,74,688b6e25f1207068bf7d717e
obas login failure,5,688b6e4ef1207068bf7d717f
atm card reader failure,6,688b6e4ef1207068bf7d7180
ach payment delay,16,688b6e4ef1207068bf7d7181
suspicious login activity,9,688b6e4ff1207068bf7d7182
cbs performance degradation,69,688b6e4ff1207068bf7d7183
branch network outage,3,688b6e4ff1207068bf7d7184
ios app crash,1,688b6e4ff1207068bf7d7185
report generation failure,14,688b6e4ff1207068bf7d7186
smtp connection delay,57,688b6e4ff1207068bf7d7187
account nickname alignment,19,688b6e50f1207068bf7d7188
mfa login failure,62,688b6e82f1207068bf7d7189
atm card reader failure,6,688b6e82f1207068bf7d718a
ach payment delay,16,688b6e82f1207068bf7d718b
api performance degradation,67,688b6e82f1207068bf7d718c
fraudulent login attempt,20,688b6e82f1207068bf7d718d
branch network outage,3,688b6e83f1207068bf7d718e
ios app crash,1,688b6e83f1207068bf7d718f
db connection timeout,-1,688b6e83f1207068bf7d7190
datum discrepancy,79,688b6e83f1207068bf7d7191
uk date format,79,688b6e83f1207068bf7d7192
obas login failure,5,688b6ebff1207068bf7d7193
atm card retention,4,688b6ec0f1207068bf7d7194
api payment delay,67,688b6ec0f1207068bf7d7195
suspicious login activity,9,688b6ec0f1207068bf7d7196
branch network latency,23,688b6ec0f1207068bf7d7197
sql query timeout,32,688b6ec0f1207068bf7d7198
ios app crash,1,688b6ec0f1207068bf7d7199
batch job failure,15,688b6ec1f1207068bf7d719a
receipt printer failure,31,688b6ec1f1207068bf7d719b
font size render,47,688b6ec1f1207068bf7d719c
obas login failure,5,688b6eeef1207068bf7d719d
atm card reader failure,6,688b6eeef1207068bf7d719e
ach batch failure,44,688b6eeef1207068bf7d719f
suspicious login activity,9,688b6eeef1207068bf7d71a0
branch network outage,3,688b6eeef1207068bf7d71a1
account summary api,71,688b6eeef1207068bf7d71a2
ios bill payment crash,0,688b6eeff1207068bf7d71a3
exchange server outage,12,688b6eeff1207068bf7d71a4
report generation failure,14,688b6eeff1207068bf7d71a5
account nickname truncation,18,688b6eeff1207068bf7d71a6
obas login failure,5,688b6f1af1207068bf7d71a7
atm card reader failure,6,688b6f1af1207068bf7d71a8
ach payment delay,16,688b6f1af1207068bf7d71a9
suspicious login activity,9,688b6f1af1207068bf7d71aa
branch network outage,3,688b6f1bf1207068bf7d71ab
loan report timeout,72,688b6f1bf1207068bf7d71ac
ios app crash,1,688b6f1bf1207068bf7d71ad
cbs server overload,69,688b6f1bf1207068bf7d71ae
phishe email response,27,688b6f1bf1207068bf7d71af
bill pay alignment,10,688b6f1bf1207068bf7d71b0
obas login failure,5,688b6f46f1207068bf7d71b1
atm card reader failure,6,688b6f46f1207068bf7d71b2
ach payment delay,16,688b6f46f1207068bf7d71b3
suspicious login activity,9,688b6f46f1207068bf7d71b4
database performance degradation,40,688b6f46f1207068bf7d71b5
branch network outage,3,688b6f46f1207068bf7d71b6
ios app crash,1,688b6f47f1207068bf7d71b7
report generation failure,14,688b6f47f1207068bf7d71b8
email delivery failure,63,688b6f47f1207068bf7d71b9
account nickname truncation,18,688b6f47f1207068bf7d71ba
authentication service failure,50,688b6f7cf1207068bf7d71bb
atm card reader failure,6,688b6f7cf1207068bf7d71bc
invalid route number,45,688b6f7df1207068bf7d71bd
suspicious login attempt,-1,688b6f7df1207068bf7d71be
branch network outage,3,688b6f7df1207068bf7d71bf
loan processing delay,72,688b6f7df1207068bf7d71c0
mobile app crash,26,688b6f7df1207068bf7d71c1
cpu utilization spike,61,688b6f7df1207068bf7d71c2
report generation failure,14,688b6f7ef1207068bf7d71c3
font size issue,70,688b6f7ef1207068bf7d71c4
obas login failure,5,688b6fa8f1207068bf7d71c5
atm card retention,4,688b6fa8f1207068bf7d71c6
ach payment delay,16,688b6fa8f1207068bf7d71c7
suspicious login activity,9,688b6fa8f1207068bf7d71c8
branch network outage,3,688b6fa8f1207068bf7d71c9
report generation delay,33,688b6fa9f1207068bf7d71ca
ios app crash,1,688b6fa9f1207068bf7d71cb
experian api failure,67,688b6fa9f1207068bf7d71cc
exchange server performance,12,688b6fa9f1207068bf7d71cd
account nickname truncation,18,688b6fa9f1207068bf7d71ce
obas login failure,5,688b6fd5f1207068bf7d71cf
atm card retention,4,688b6fd5f1207068bf7d71d0
ach payment delay,16,688b6fd6f1207068bf7d71d1
suspicious login activity,9,688b6fd6f1207068bf7d71d2
mpls circuit latency,24,688b6fd6f1207068bf7d71d3
report generation delay,33,688b6fd6f1207068bf7d71d4
ios app crash,1,688b6fd6f1207068bf7d71d5
batch job failure,15,688b6fd6f1207068bf7d71d6
receipt printer failure,31,688b6fd7f1207068bf7d71d7
online banking font,62,688b6fd7f1207068bf7d71d8
mfa login failure,62,688b7001f1207068bf7d71d9
atm card reader failure,6,688b7001f1207068bf7d71da
ach payment delay,16,688b7001f1207068bf7d71db
account summary api,71,688b7001f1207068bf7d71dc
suspicious login activity,9,688b7002f1207068bf7d71dd
branch network connectivity,23,688b7002f1207068bf7d71de
ios app crash,1,688b7002f1207068bf7d71df
database connection error,55,688b7002f1207068bf7d71e0
email notification delay,63,688b7002f1207068bf7d71e1
account nickname font,22,688b7002f1207068bf7d71e2
obas login failure,5,688b7030f1207068bf7d71e3
atm card reader failure,6,688b7031f1207068bf7d71e4
route number validation,45,688b7031f1207068bf7d71e5
suspicious login activity,9,688b7031f1207068bf7d71e6
branch network outage,3,688b7031f1207068bf7d71e7
sql query timeout,32,688b7031f1207068bf7d71e8
ios app crash,1,688b7031f1207068bf7d71e9
report generation timeout,33,688b7032f1207068bf7d71ea
exchange server outage,12,688b7032f1207068bf7d71eb
font size display,47,688b7032f1207068bf7d71ec
ldap authentication failure,42,688b705ff1207068bf7d71ed
atm card reader,6,688b705ff1207068bf7d71ee
invalid route number,45,688b705ff1207068bf7d71ef
brute force attack,17,688b705ff1207068bf7d71f0
branch network outage,3,688b705ff1207068bf7d71f1
store procedure performance,36,688b705ff1207068bf7d71f2
ios app crash,1,688b705ff1207068bf7d71f3
report generation failure,14,688b705ff1207068bf7d71f4
file server capacity,60,688b705ff1207068bf7d71f5
statement font size,52,688b705ff1207068bf7d71f6
chrome login failure,66,688b709bf1207068bf7d71f7
atm card reader failure,6,688b709cf1207068bf7d71f8
ach processing timeout,16,688b709cf1207068bf7d71f9
suspicious login attempt,21,688b709cf1207068bf7d71fa
branch network outage,3,688b709cf1207068bf7d71fb
sql timeout error,32,688b709cf1207068bf7d71fc
ios app crash,1,688b709df1207068bf7d71fd
exchange online outage,11,688b709df1207068bf7d71fe
report generation failure,14,688b709df1207068bf7d71ff
account nickname font,22,688b709df1207068bf7d7200
authentication service failure,50,688b70c7f1207068bf7d7201
atm card reader failure,6,688b70c7f1207068bf7d7202
fail ach batch,44,688b70c7f1207068bf7d7203
suspicious login activity,9,688b70c7f1207068bf7d7204
branch network outage,3,688b70c7f1207068bf7d7205
database query performance,56,688b70c7f1207068bf7d7206
android app crash,1,688b70c7f1207068bf7d7207
cpu utilization spike,61,688b70c7f1207068bf7d7208
report generation failure,14,688b70c7f1207068bf7d7209
payee font,54,688b70c7f1207068bf7d720a
obas login failure,5,688b7112f1207068bf7d720b
atm card retention,4,688b7112f1207068bf7d720c
ach payment failure,37,688b7113f1207068bf7d720d
suspicious login activity,9,688b7113f1207068bf7d720e
branch network latency,23,688b7113f1207068bf7d720f
report query performance,41,688b7113f1207068bf7d7210
ios app crash,1,688b7113f1207068bf7d7211
batch job failure,15,688b7113f1207068bf7d7212
email delivery delay,63,688b7113f1207068bf7d7213
nickname truncation,19,688b7113f1207068bf7d7214
obas login failure,5,688b713cf1207068bf7d7215
atm card reader failure,6,688b713df1207068bf7d7216
ach payment failure,37,688b713df1207068bf7d7217
suspicious login activity,9,688b713df1207068bf7d7218
branch network outage,3,688b713df1207068bf7d7219
api response delay,67,688b713df1207068bf7d721a
ios app crash,1,688b713df1207068bf7d721b
exchange server outage,12,688b713df1207068bf7d721c
sql server timeout,32,688b713df1207068bf7d721d
safari font distortion,74,688b713df1207068bf7d721e
authentication service failure,50,688b7166f1207068bf7d721f
atm card reader failure,6,688b7166f1207068bf7d7220
invalid route number,45,688b7166f1207068bf7d7221
suspicious login activity,9,688b7166f1207068bf7d7222
branch network outage,3,688b7166f1207068bf7d7223
database query performance,56,688b7166f1207068bf7d7224
mobile app crash,26,688b7166f1207068bf7d7225
database connection timeout,-1,688b7166f1207068bf7d7226
receipt printer failure,31,688b7166f1207068bf7d7227
font size display,47,688b7167f1207068bf7d7228
authentication service failure,50,688b7194f1207068bf7d7229
atm card reader failure,6,688b7194f1207068bf7d722a
ach batch failure,44,688b7194f1207068bf7d722b
brute force attack,17,688b7194f1207068bf7d722c
branch network outage,3,688b7194f1207068bf7d722d
cbs performance degradation,69,688b7194f1207068bf7d722e
ios app crash,1,688b7194f1207068bf7d722f
report generation timeout,33,688b7195f1207068bf7d7230
teller printer failure,34,688b7195f1207068bf7d7231
font size display,47,688b7195f1207068bf7d7232
obas login failure,5,688b71c2f1207068bf7d7233
atm card reader failure,6,688b71c2f1207068bf7d7234
invalid route number,45,688b71c2f1207068bf7d7235
suspicious login activity,9,688b71c2f1207068bf7d7236
branch network outage,3,688b71c2f1207068bf7d7237
cis query performance,68,688b71c2f1207068bf7d7238
ios app crash,1,688b71c2f1207068bf7d7239
regulatory report failure,33,688b71c3f1207068bf7d723a
exchange server outage,12,688b71c3f1207068bf7d723b
account nickname font,22,688b71c3f1207068bf7d723c
obas login failure,5,688b71eff1207068bf7d723d
atm card reader failure,6,688b71eff1207068bf7d723e
invalid route number,45,688b71eff1207068bf7d723f
suspicious login activity,9,688b71eff1207068bf7d7240
branch network outage,3,688b71eff1207068bf7d7241
account summary api,71,688b71eff1207068bf7d7242
ios bill payment crash,0,688b71eff1207068bf7d7243
exchange server outage,12,688b71eff1207068bf7d7244
report generation failure,14,688b71eff1207068bf7d7245
font size readability,47,688b71eff1207068bf7d7246
chrome login failure,66,688b7217f1207068bf7d7247
atm card retention,4,688b7217f1207068bf7d7248
ach payment delay,16,688b7217f1207068bf7d7249
suspicious mobile login,9,688b7217f1207068bf7d724a
branch network outage,3,688b7217f1207068bf7d724b
oracle query performance,35,688b7217f1207068bf7d724c
mobile deposit quality,25,688b7217f1207068bf7d724d
exchange server outage,12,688b7217f1207068bf7d724e
report datum inaccuracy,79,688b7217f1207068bf7d724f
statement date format,52,688b7217f1207068bf7d7250
obas login failure,5,688b7240f1207068bf7d7251
atm card reader failure,6,688b7240f1207068bf7d7252
ach payment failure,37,688b7240f1207068bf7d7253
suspicious login activity,9,688b7240f1207068bf7d7254
branch network outage,3,688b7240f1207068bf7d7255
crm performance degradation,76,688b7240f1207068bf7d7256
ios app crash,1,688b7240f1207068bf7d7257
snowflake connection timeout,30,688b7240f1207068bf7d7258
server cpu spike,61,688b7240f1207068bf7d7259
font size display,47,688b7240f1207068bf7d725a
ldap login failure,42,688b726bf1207068bf7d725b
atm card reader,6,688b726bf1207068bf7d725c
ach payment failure,37,688b726bf1207068bf7d725d
suspicious login activity,9,688b726bf1207068bf7d725e
dna performance degradation,69,688b726bf1207068bf7d725f
branch network outage,3,688b726bf1207068bf7d7260
push notification failure,67,688b726bf1207068bf7d7261
loan balance discrepancy,72,688b726bf1207068bf7d7262
database disk space,55,688b726bf1207068bf7d7263
account nickname font,22,688b726bf1207068bf7d7264
authentication service failure,50,688b7291f1207068bf7d7265
atm card reader failure,6,688b7291f1207068bf7d7266
ach batch failure,44,688b7292f1207068bf7d7267
suspicious login activity,9,688b7292f1207068bf7d7268
branch network outage,3,688b7292f1207068bf7d7269
slow query performance,28,688b7292f1207068bf7d726a
ios app crash,1,688b7292f1207068bf7d726b
report generation failure,14,688b7292f1207068bf7d726c
ui nickname alignment,74,688b7292f1207068bf7d726d
file server cpu,60,688b7292f1207068bf7d726e
chrome login failure,66,688b72bef1207068bf7d726f
atm card retention,4,688b72bef1207068bf7d7270
api payment delay,67,688b72bef1207068bf7d7271
suspicious login activity,9,688b72bef1207068bf7d7272
branch network outage,3,688b72bef1207068bf7d7273
cif database performance,68,688b72bef1207068bf7d7274
ios app crash,1,688b72bef1207068bf7d7275
report generation failure,14,688b72bef1207068bf7d7276
exchange server failure,12,688b72bef1207068bf7d7277
account nickname display,19,688b72bef1207068bf7d7278
obas login failure,5,688b72f0f1207068bf7d7279
atm card retention,4,688b72f0f1207068bf7d727a
invalid route number,45,688b72f0f1207068bf7d727b
cbs performance degradation,69,688b72f0f1207068bf7d727c
brute force attack,17,688b72f0f1207068bf7d727d
branch network outage,3,688b72f0f1207068bf7d727e
ios app crash,1,688b72f0f1207068bf7d727f
etl process failure,75,688b72f0f1207068bf7d7280
file server capacity,60,688b72f0f1207068bf7d7281
account nickname truncation,18,688b72f1f1207068bf7d7282
authentication service failure,50,688b7319f1207068bf7d7283
atm card reader failure,6,688b7319f1207068bf7d7284
invalid route number,45,688b7319f1207068bf7d7285
suspicious login attempt,21,688b7319f1207068bf7d7286
branch network outage,3,688b7319f1207068bf7d7287
los database performance,46,688b7319f1207068bf7d7288
mobile app crash,26,688b731af1207068bf7d7289
report generation failure,14,688b731af1207068bf7d728a
font size issue,70,688b731af1207068bf7d728b
api bad request,67,688b731af1207068bf7d728c
obas login failure,5,688b7344f1207068bf7d728d
atm card retention,4,688b7344f1207068bf7d728e
ach payment delay,16,688b7344f1207068bf7d728f
suspicious login activity,9,688b7344f1207068bf7d7290
branch network outage,3,688b7345f1207068bf7d7291
sql query timeout,32,688b7345f1207068bf7d7292
ios app crash,1,688b7345f1207068bf7d7293
sftp file transfer,57,688b7345f1207068bf7d7294
exchange server offline,12,688b7345f1207068bf7d7295
bill pay alignment,10,688b7345f1207068bf7d7296
obas login failure,5,688b736df1207068bf7d7297
atm card retention,4,688b736df1207068bf7d7298
ach payment delay,16,688b736df1207068bf7d7299
suspicious login activity,9,688b736ef1207068bf7d729a
branch network outage,3,688b736ef1207068bf7d729b
sql query timeout,32,688b736ef1207068bf7d729c
ios transaction crash,0,688b736ef1207068bf7d729d
batch job failure,15,688b736ff1207068bf7d729e
receipt printer failure,31,688b736ff1207068bf7d729f
account nickname alignment,19,688b736ff1207068bf7d72a0
obas login failure,5,688b739af1207068bf7d72a1
atm card retention,4,688b739af1207068bf7d72a2
ach payment delay,16,688b739af1207068bf7d72a3
suspicious login activity,9,688b739af1207068bf7d72a4
branch network latency,23,688b739af1207068bf7d72a5
sql query optimization,36,688b739af1207068bf7d72a6
ios app crash,1,688b739af1207068bf7d72a7
interest calculation failure,72,688b739af1207068bf7d72a8
smtp queue length,57,688b739af1207068bf7d72a9
account nickname truncation,18,688b739af1207068bf7d72aa
obas login failure,5,688b73c5f1207068bf7d72ab
atm card retention,4,688b73c5f1207068bf7d72ac
ach payment delay,16,688b73c5f1207068bf7d72ad
suspicious login activity,9,688b73c5f1207068bf7d72ae
branch network outage,3,688b73c5f1207068bf7d72af
sql query timeout,32,688b73c5f1207068bf7d72b0
ios app crash,1,688b73c5f1207068bf7d72b1
exchange server outage,12,688b73c6f1207068bf7d72b2
audit log purging,49,688b73c6f1207068bf7d72b3
pdf statement distortion,80,688b73c6f1207068bf7d72b4
obas login failure,5,688b73f5f1207068bf7d72b5
atm card reader failure,6,688b73f5f1207068bf7d72b6
ach payment failure,37,688b73f5f1207068bf7d72b7
suspicious login activity,9,688b73f5f1207068bf7d72b8
mpls circuit latency,24,688b73f5f1207068bf7d72b9
crm performance degradation,76,688b73f5f1207068bf7d72ba
mobile app crash,26,688b73f5f1207068bf7d72bb
exchange server outage,12,688b73f6f1207068bf7d72bc
daily report failure,14,688b73f6f1207068bf7d72bd
font size render,47,688b73f6f1207068bf7d72be
obas login failure,5,688b7425f1207068bf7d72bf
atm card reader failure,6,688b7426f1207068bf7d72c0
route number validation,45,688b7426f1207068bf7d72c1
suspicious login activity,9,688b7426f1207068bf7d72c2
branch network outage,3,688b7426f1207068bf7d72c3
account balance query,77,688b7426f1207068bf7d72c4
ios app crash,1,688b7427f1207068bf7d72c5
exchange server outage,12,688b7427f1207068bf7d72c6
report generation failure,14,688b7427f1207068bf7d72c7
account nickname alignment,19,688b7427f1207068bf7d72c8
obas login failure,5,688b7455f1207068bf7d72c9
atm card reader failure,6,688b7455f1207068bf7d72ca
api payment delay,67,688b7455f1207068bf7d72cb
suspicious login activity,9,688b7456f1207068bf7d72cc
branch network latency,23,688b7456f1207068bf7d72cd
sql query timeout,32,688b7456f1207068bf7d72ce
ios app crash,1,688b7456f1207068bf7d72cf
exchange server outage,12,688b7456f1207068bf7d72d0
report generation failure,14,688b7456f1207068bf7d72d1
account nickname truncation,18,688b7456f1207068bf7d72d2
obas login failure,5,688b7495f1207068bf7d72d3
atm card retention,4,688b7495f1207068bf7d72d4
ach payment delay,16,688b7495f1207068bf7d72d5
suspicious login activity,9,688b7495f1207068bf7d72d6
branch network downtime,2,688b7495f1207068bf7d72d7
report generation delay,33,688b7496f1207068bf7d72d8
ios app crash,1,688b7496f1207068bf7d72d9
batch job failure,15,688b7496f1207068bf7d72da
receipt printer failure,31,688b7496f1207068bf7d72db
account nickname display,19,688b7496f1207068bf7d72dc
obas login failure,5,688b74c8f1207068bf7d72dd
atm card reader failure,6,688b74c8f1207068bf7d72de
ach payment failure,37,688b74c8f1207068bf7d72df
suspicious login activity,9,688b74c8f1207068bf7d72e0
mpls circuit latency,24,688b74c9f1207068bf7d72e1
loan report generation,72,688b74c9f1207068bf7d72e2
ios app crash,1,688b74c9f1207068bf7d72e3
batch job failure,15,688b74c9f1207068bf7d72e4
email delivery delay,63,688b74c9f1207068bf7d72e5
nickname truncation,19,688b74c9f1207068bf7d72e6
obas login failure,5,688b74f2f1207068bf7d72e7
atm card retention,4,688b74f2f1207068bf7d72e8
ach payment failure,37,688b74f3f1207068bf7d72e9
suspicious login activity,9,688b74f3f1207068bf7d72ea
mpls circuit latency,24,688b74f3f1207068bf7d72eb
loan report generation,72,688b74f3f1207068bf7d72ec
ios app crash,1,688b74f3f1207068bf7d72ed
cbs cpu utilization,69,688b74f3f1207068bf7d72ee
incorrect interest rate,72,688b74f3f1207068bf7d72ef
payee button alignment,54,688b74f3f1207068bf7d72f0
obas login failure,5,688b751ff1207068bf7d72f1
atm card retention,4,688b751ff1207068bf7d72f2
ach payment delay,16,688b751ff1207068bf7d72f3
fraudulent wire transfer,13,688b751ff1207068bf7d72f4
branch network outage,2,688b751ff1207068bf7d72f5
report generation delay,33,688b751ff1207068bf7d72f6
mobile app crash,26,688b751ff1207068bf7d72f7
batch job failure,15,688b751ff1207068bf7d72f8
smtp connection timeout,57,688b7520f1207068bf7d72f9
font size readability,47,688b7520f1207068bf7d72fa
obas login failure,5,688b7549f1207068bf7d72fb
atm card reader failure,6,688b7549f1207068bf7d72fc
ach payment failure,37,688b7549f1207068bf7d72fd
suspicious login activity,9,688b7549f1207068bf7d72fe
branch network outage,3,688b7549f1207068bf7d72ff
report query performance,41,688b7549f1207068bf7d7300
ios app crash,1,688b7549f1207068bf7d7301
batch job failure,15,688b7549f1207068bf7d7302
email delivery delay,63,688b7549f1207068bf7d7303
button alignment issue,74,688b7549f1207068bf7d7304
obas login failure,5,688b7575f1207068bf7d7305
atm card retention,4,688b7575f1207068bf7d7306
ach api timeout,44,688b7575f1207068bf7d7307
suspicious login activity,9,688b7575f1207068bf7d7308
mpls network latency,24,688b7576f1207068bf7d7309
sql query timeout,32,688b7576f1207068bf7d730a
ios app crash,1,688b7576f1207068bf7d730b
batch job failure,15,688b7576f1207068bf7d730c
phishe email response,27,688b7576f1207068bf7d730d
bill pay alignment,10,688b7576f1207068bf7d730e
obas login failure,5,688b75a4f1207068bf7d730f
atm card reader failure,6,688b75a4f1207068bf7d7310
ach payment delay,16,688b75a4f1207068bf7d7311
suspicious login activity,9,688b75a4f1207068bf7d7312
database performance degradation,40,688b75a5f1207068bf7d7313
branch network downtime,2,688b75a5f1207068bf7d7314
ios app crash,1,688b75a5f1207068bf7d7315
report generation failure,14,688b75a5f1207068bf7d7316
smtp connection timeout,57,688b75a5f1207068bf7d7317
statement font display,52,688b75a6f1207068bf7d7318
ldap authentication failure,42,688b75d5f1207068bf7d7319
atm card reader failure,6,688b75d5f1207068bf7d731a
ach batch failure,44,688b75d5f1207068bf7d731b
suspicious login activity,9,688b75d5f1207068bf7d731c
branch network outage,3,688b75d5f1207068bf7d731d
statement generation delay,53,688b75d6f1207068bf7d731e
ios app crash,1,688b75d6f1207068bf7d731f
cpu utilization spike,61,688b75d6f1207068bf7d7320
break link error,80,688b75d6f1207068bf7d7321
false positive fraud,59,688b75d6f1207068bf7d7322
authentication service failure,50,688b7601f1207068bf7d7323
atm card reader failure,6,688b7601f1207068bf7d7324
ach payment failure,37,688b7601f1207068bf7d7325
suspicious login activity,9,688b7601f1207068bf7d7326
branch network outage,3,688b7602f1207068bf7d7327
database performance degradation,40,688b7602f1207068bf7d7328
ios app crash,1,688b7602f1207068bf7d7329
report generation failure,14,688b7602f1207068bf7d732a
bill pay ui,10,688b7602f1207068bf7d732b
cpu utilization spike,61,688b7602f1207068bf7d732c
obas login failure,5,688b7641f1207068bf7d732d
atm card retention,4,688b7641f1207068bf7d732e
ach payment delay,16,688b7641f1207068bf7d732f
suspicious login activity,9,688b7641f1207068bf7d7330
branch network outage,3,688b7641f1207068bf7d7331
api performance degradation,67,688b7641f1207068bf7d7332
ios app crash,1,688b7641f1207068bf7d7333
report generation failure,14,688b7642f1207068bf7d7334
receipt printer offline,31,688b7642f1207068bf7d7335
statement font size,52,688b7642f1207068bf7d7336
obas login failure,5,688b7672f1207068bf7d7337
atm card reader failure,6,688b7672f1207068bf7d7338
ach routing error,43,688b7672f1207068bf7d7339
suspicious login activity,9,688b7672f1207068bf7d733a
branch network outage,3,688b7672f1207068bf7d733b
los query performance,46,688b7673f1207068bf7d733c
ios app crash,1,688b7673f1207068bf7d733d
report generation failure,14,688b7673f1207068bf7d733e
exchange server cpu,12,688b7673f1207068bf7d733f
account nickname alignment,19,688b7673f1207068bf7d7340
obas login failure,5,688b76a1f1207068bf7d7341
atm card reader failure,6,688b76a1f1207068bf7d7342
invalid route number,45,688b76a1f1207068bf7d7343
ibs performance degradation,69,688b76a1f1207068bf7d7344
suspicious login activity,9,688b76a1f1207068bf7d7345
branch network outage,3,688b76a1f1207068bf7d7346
ios app crash,1,688b76a2f1207068bf7d7347
report generation failure,14,688b76a2f1207068bf7d7348
stage backup failure,15,688b76a2f1207068bf7d7349
account nickname display,19,688b76a2f1207068bf7d734a
obas login failure,5,688b76cbf1207068bf7d734b
atm card retention,4,688b76cbf1207068bf7d734c
ach payment failure,37,688b76cbf1207068bf7d734d
suspicious login activity,9,688b76cbf1207068bf7d734e
branch network outage,3,688b76cbf1207068bf7d734f
cbs query latency,69,688b76cbf1207068bf7d7350
ios app crash,1,688b76ccf1207068bf7d7351
exchange server outage,12,688b76ccf1207068bf7d7352
report generation failure,14,688b76ccf1207068bf7d7353
account nickname alignment,19,688b76ccf1207068bf7d7354
obas login failure,5,688b76fdf1207068bf7d7355
atm card retention,4,688b76fdf1207068bf7d7356
ach payroll failure,39,688b76fdf1207068bf7d7357
cbs performance latency,69,688b76fef1207068bf7d7358
fraudulent login attempt,20,688b76fef1207068bf7d7359
branch network outage,3,688b76fef1207068bf7d735a
ios app crash,1,688b76fef1207068bf7d735b
